node1,node2,experimental
VAV1,JAK1,0.056
VAV1,ITGAL,0
VAV1,PIK3CG,0
VAV1,JUN,0.27
VAV1,SRC,0.056
VAV1,SYK,0.969
VAV1,PIK3CD,0
VAV1,IL6ST,0.27
VAV1,JAK2,0.494
VAV1,ALK,0.056
VAV1,PRKCD,0
VAV1,MAP3K1,0
VAV1,ITK,0.121
VAV1,TYK2,0.281
WNT3A,GSK3A,0.153
WNT3A,MMP7,0.06
WNT3A,MAPK3,0
WNT3A,IL1B,0
WNT3A,ERBB2,0.212
WNT3A,KIT,0.068
WNT3A,PPARG,0
WNT3A,SRC,0.123
WNT3A,AR,0
WNT3A,CASP3,0.084
WNT3A,NTRK1,0.259
WNT3A,JUN,0
WNT3A,PPP2CA,0
WNT3A,GSK3B,0.153
